granting	grant	29.5-2 13.3	48
granulation	granulate	45.4	0
grasp	grasp	87.2-1 20-1	4
grievance	complain	37.8	30
grinding	grind	40.3.2 26.1 21.2-1	0
grip	grip	20-1	0
groan	groan	40.2 37.3	0
groaning	groan	40.2 37.3	0
grooming	groom	41.1.2	1
grooving	groove	9.9	0
grouping	group	29.10 22.3-2 47.5.2	2
growing	grow	26.2.1 26.1	2
grumble	grumble	37.8 37.3	3
guarantee	guarantee	99 37.13 29.5-2 13.3	34
guarding	guard	29.8-1	0
guess	guess	29.5-1	17
guidance	guide	51.7	20
gushing	gush	43.4	0
gutting	gut	10.7	1
hacking	hack	21.1-1 26.1	0
hacking	hack	23.2	0
hacking_away	hack_away	23.2 26.1 21.1-1	0
halt	halt	55.4 45.4	2
hammering	hammer	18.1-1 18.4-1	0
hand-delivery	handdeliver	11.1	0
handdelivery	handdeliver	11.1	0
handle	handle	15.1 98	14
handling	handle	15.1 98	14
handwritting	handwrite	25.2 37.11-1 37.7 37.1.1-1-1	1
hankering	hanker	32.2-1	2
happening	happen	48.3	1
happiness	happy	31.1	0
harassment	harass	31.1	8
hardening	harden	45.4	0
harm	harm	31.1	44
harming	harm	31.1	44
hating	hate	31.2-1	0
hatred	hate	31.2-1	0
hauling	haul	11.4	1
healing	heal	45.4	19
heating	heat	45.4 45.3	7
heightening	heighten	45.4	0
hemorrhaging	hemorrhage	40.1.3	1
herding	herd	47.5.2	1
hesitation	hesitate	53.1	15
hiding	hide	16-1	7
highlighting	highlight	41.2.2	0
hiking	hike	51.3.2	3
hire	hire	13.5.1 13.5.3	1
hiring	hire	13.5.1 13.5.3	1
hissing	hiss	37.3	1
hit	hit	18.4 18.1-1 17.1-1 47.8-1 40.8.3	7
hitting	hit	18.4 18.1-1 17.1-1 47.8-1 40.8.3	7
hold	hold	15.1 49.2 15.2 100.1 15.3	77
holding	hold	15.1 49.2 15.2 100.1 15.3	77
holiday	holiday	56	79
holidaying	holiday	56	79
hopping	hop	51.3.2-1 47.5.1-1	0
hosting	host	29.8-1	0
housing	house	9.10 54.3	128
humidification	humidify	45.4	0
humiliation	humiliate	31.1	15
hunting	hunt	35.1	12
hurry	hurry	51.3.2-2 53.2	19
hurting	hurt	31.1 40.8.3-2	0
hurting	hurt	31.1, 31.3, 40.8.1	0
hybridization	hybridize	45.4	0
hydration	hydrate	45.4	1
hyperextension	hyperextend	45.2	0
hyperventilating	hyperventilate	47.5.3	1
hyperventilation	hyperventilate	47.5.3	1
hypoventilation	hypoventilate	40.1.2	0
identification	identify	29.2-1-1	7
illumination	illuminate	25.3	1
illustration	illustrate	25.3	4
imagination	imagine	29.2-1-1 29.9-1-1-1	19
imitation	imitate	101	3
immersion	immerse	9.1	0
implantation	implant	9.1	2
implementation	implement	55.5-1	44
imposition	impose	63	4
improvement	improve	45.4	78
incision	incise	25.1	1
incorporation	incorporate	22.2-1	1
increase	increase	45.4	243
incubation	incubate	45.4	1
indication	indicate	78-1	63
induration	indurate	45.4	0
infection	infect	9.8	26
inference	infer	97.2 29.5-1	0
infestation	infest	9.8	1
inflammation	inflame	31.1	6
inflation	inflate	45.4	98
inhalation	inhale	40.1.3-2	0
inheritance	inherit	13.5.2	2
initiation	initiate	55.5-1	2
injection	inject	9.8	19
injury	injure	40.8.3-2	46
innovation	innovate	55.5	28
input	input	37.11	4
inquiry	inquire	37.1.2	38
inscription	inscribe	25.1	14
insertion	insert	9.1-1	1
insistence	insist	37.7	8
inspection	inspect	35.4 30.2	54
inspiration	inspire	27.1-1, 31.1	13
installation	install	9.1-1 29.1	5
installment	install	9.1-1 29.1	5
institution	institute	55.5-1	17
instruction	instruct	37.9	34
insulation	insulate	9.9	1
insult	insult	33.1-1, 31.1	10
integration	integrate	22.2	24
intensification	intensify	45.4	2
intent	intend	61.1 61.2-1-1 62	64
intention	intend	61.1 61.2-1-1 62	64
interception	intercept	98	3
interest	interest	31.1	90
interesting	interest	31.1	90
interpolation	interpolate	108-2	0
interpretation	interpret	29.2	31
interpreting	interpret	29.2	31
interrogation	interrogate	37.1.3	10
intersection	intersect	47.8-1	12
interspersing	intersperse	22.2-2-1 9.8	0
interview	interview	37.1.3	148
intimidation	intimidate	31.1	10
intonation	intone	26.7-1	1
intoxication	intoxicate	31.1	2
introduction	introduce	22.2-3-1 55.5-1	15
intrusion	intrude	48.1.2	7
inundation	inundate	9.8	0
invagination	invaginate	45.4	0
invention	invent	26.4 26.3-1	11
inversion	invert	45.4	1
investigation	investigate	35.4 30.2	31
investment	invest	13.4.2	406
invitation	invite	102	59
involvement	involve	86.2-1 103	48
irritation	irritate	31.1	4
isolation	isolate	16 29.10	21
itching	itch	40.8.1	1
jab	jab	18.1-1	1
jeering	jeer	40.2	1
jogging	jog	51.3.2-2-1	1
joining	join	22.1-2-1	0
joining_up	join_up	22.1-2-1	0
joke	joke	37.6	57
jolt	jolt	31.1	9
journey	journey	51.3.2-1	10
judgement	judge	29.4-1-1-2 29.2 34.2	35
judgment	judge	29.4-1-1-2 29.2 34.2	35
justification	justify	37.1.1	28
kayaking	kayak	51.4.1-1	0
keeping	keep	15.2 55.6	6
keeping_up	keep_up	55.6	0
keratinization	keratinize	45.4	0
kick	kick	17.1-1-1 18.2 18.1-1 11.4-1-1 23.2 40.3.2	5
kicking	kick	17.1-1-1 18.2 18.1-1 11.4-1-1 23.2 40.3.2	5
kidnapping	kidnap	10.5	0
kill	kill	42.1-1 42.3	52
killing	kill	42.1-1 42.3	52
kiss	kiss	36.2 20-1	10
kissing	kiss	36.2 20-1	10
kneading	knead	26.5	0
knifing	knife	18.3 42.2	0
knitting	knit	26.1	0
knock	knock	18.1-1 17.1-1 18.4-1	3
knowledge	know	87.2-1-1-1	2
labeling	label	25.3 9.9	1
landing	land	9.10-1	19
laugh	laugh	40.2	120
laughing	laugh	40.2	120
launch	launch	55.5-1 17.1-1-1	15
lead	lead	95.2.2	75
leadership	lead	95.2.2	75
leading	lead	95.2.2	75
leak	leak	43.4	26
leakage	leak	43.4	26
leaking	leak	43.4	26
leap	leap	51.3.2-1	2
leap	leap	51.3.2-1	2
leaping	leap	51.3.2-1	2
leaping	leap	51.3.2-1	2
learning	learn	14-1 84-1-1	27
leasing	lease	13.1-1	0
leasing	lease	13.5.1	0
lending	lend	13.1	29
levitation	levitate	45.4	0
liberation	liberate	10.5	16
license	license	101	17
licensing	license	101	17
lifting	lift	9.4	10
ligation	ligate	22.3-2-1	0
liking	like	31.2-1 32.1-1-1	0
limit	limit	76	145
limitation	limit	76	145
lining	line	47.8 9.8	5
linkage	link	22.1-2-1 22.4	0
liquidation	liquidate	42.1	0
